locationName,longitude,latitude,altitude,locationType,timeZone,recordDateandTime
Port Janetview,-150.32023585646095,71.41484983560443,2693.2913744294383,Urban,Africa/Brazzaville,2024-06-29T16:12:20
Curtisfort,5.375640369028531,7.881491708419034,638.3828347567788,Suburban,Africa/Abidjan,2024-05-02T23:19:16
Lake Christina,-68.5625443325761,-23.48588508519417,4690.539618261041,Urban,Africa/Harare,2024-03-23T04:48:55
Port Jared,163.01444438718136,45.35760034725482,489.07985201882275,Urban,Europe/Budapest,2024-09-23T08:39:08
Barnesburgh,153.94371038131317,-31.846747093879337,1212.3993732757826,Urban,Asia/Bahrain,2024-09-06T08:23:28
Sherryville,128.55971032191957,63.05118676510773,2412.184663124103,Rural,Pacific/Tongatapu,2024-01-25T07:18:15
Rangelmouth,-163.52852780822818,11.272192090776187,1501.9811567845936,Suburban,America/El_Salvador,2024-08-02T19:06:03
Abigailstad,-31.5605457039874,87.91797824969223,2863.9071865347933,Urban,Asia/Yerevan,2024-03-28T16:04:31
East Barbarastad,-30.989746277876066,40.50205024477441,2143.7286306094493,Urban,Indian/Comoro,2024-05-05T03:47:40
Lake Melissaberg,-102.18664474122383,18.612391760428963,4485.29750442487,Rural,Africa/Bamako,2024-09-06T18:26:46
Smithport,-31.65454844058044,43.981899605751835,3483.3041107030494,Rural,Africa/Gaborone,2024-08-22T21:14:23
Lake Wendy,148.8671012014991,-80.30068757491557,2587.1236996347507,Urban,Africa/Abidjan,2024-03-02T11:31:20
North Justin,-18.883836333539136,47.3983792428769,3077.4196644505046,Urban,Europe/Skopje,2024-11-02T10:37:24
Ryanhaven,43.336490528444244,-88.92159026268871,3631.9930280163157,Rural,Asia/Amman,2024-04-07T04:13:52
South Alexanderhaven,112.56307190332353,61.828806696769846,2009.1793429428328,Suburban,Asia/Pyongyang,2024-03-23T23:06:49
Richardchester,109.97110727461546,5.347888815464572,2094.3804792106375,Rural,Europe/Belgrade,2024-06-23T06:46:04
Abbottstad,154.72120498555637,-9.565613048630155,4534.363246979491,Rural,Africa/Mbabane,2024-06-10T00:16:38
Johnberg,83.9041791897572,47.94727916314369,1123.5119556900952,Suburban,Australia/Broken_Hill,2024-11-13T21:03:32
Laurenchester,-132.0253741764605,-51.91012812963549,3073.3151948141845,Urban,America/Guatemala,2024-07-23T19:35:05
North Deannastad,-119.05607293905298,24.2154140449899,949.9661642865265,Rural,Africa/Freetown,2024-08-21T14:30:07
Bennettfort,132.25372676709037,86.03354337217095,3667.0454249478785,Urban,Europe/Vatican,2024-08-04T14:23:47
Rachaelbury,30.5320994577352,42.09232391687354,3455.9758679326746,Urban,America/La_Paz,2024-05-11T20:41:35
North Baileyfort,-124.18944942071244,73.59102164897527,1626.0152770680065,Rural,Europe/Athens,2024-09-27T20:58:44
West Cassie,161.09312045738028,15.175726044344586,3890.3728938323075,Rural,Europe/Dublin,2024-01-04T00:57:45
West Adrianafurt,152.58574430821784,83.98899962381336,3943.14024834694,Urban,Africa/Tripoli,2024-10-11T02:16:32
Port Thomas,-142.36193824989914,44.25397990352673,4261.027747724589,Suburban,Europe/Monaco,2024-05-05T16:17:28
Jenniferview,41.40331953864958,28.711946821111937,3559.0019869677817,Rural,Europe/Monaco,2024-04-08T03:10:31
Port Nicholas,-93.68349950958137,76.25849708470625,4516.740201764506,Suburban,Asia/Calcutta,2024-03-15T08:53:09
Lake Susanhaven,44.85782151028798,15.381948784089445,2905.190169584592,Suburban,Africa/Brazzaville,2024-04-02T07:07:51
South Chelsey,32.47425927106602,-21.090864433298975,3286.4548759753925,Rural,Europe/Athens,2024-07-23T15:20:16
Camposborough,80.95246927298939,-26.09116211658518,2255.2417482534265,Suburban,Asia/Colombo,2024-10-24T07:49:00
South Jesse,-159.98563509640664,88.11597939123376,368.4033035006973,Urban,Asia/Dili,2024-11-14T03:47:47
Shannonhaven,69.45615968995912,-69.48109709762427,118.67598871596773,Rural,Europe/Minsk,2024-01-25T12:36:41
New Laura,50.67411218844305,-68.36188006289234,577.9219784051226,Rural,Asia/Bishkek,2024-05-20T08:29:44
Lake Cody,127.69542083396874,-45.17776255819465,4921.72645430837,Rural,Africa/Lusaka,2024-06-04T09:46:18
Yangfurt,91.82334409855702,-20.234192507769748,2594.9958149295867,Rural,America/Antigua,2024-06-19T04:43:11
Caldwellchester,51.10756255380511,-67.8484627955935,676.8537962248189,Suburban,America/Grenada,2024-09-13T19:02:20
Changborough,-155.676027816591,30.58800906540705,2757.109192284692,Rural,Europe/Oslo,2024-07-13T01:47:55
